Date,Open,High,Low,Close,Volume,EMA-12,EMA-26,MACD,Signal
2021-01-04,132.5331,132.6224,125.8230,128.4534,132.5331,,,
2021-01-05,127.9373,130.7662,127.4807,130.0416,127.9373,,,
2021-01-06,126.7759,130.0813,125.4458,125.6642,126.7759,,,
2021-01-07,127.4112,130.6570,126.9149,129.9523,127.4112,,,
2021-01-08,131.4511,131.6496,129.2674,131.0739,131.4511,,,
2021-01-11,128.2351,129.2078,127.5502,128.0266,128.2351,,,
2021-01-12,127.5502,128.7314,125.9223,127.8480,127.5502,,,
2021-01-13,127.8083,130.4784,127.5403,129.9225,127.8083,,,
2021-01-14,129.8332,130.0317,127.8083,127.9572,129.8332,,,
2021-01-15,127.8281,129.2575,126.0613,126.2002,127.8281,,,
2021-01-19,126.8355,127.7586,126.0017,126.8851,126.8355,,,
2021-01-20,127.7090,131.5107,127.5998,131.0541,127.7090,,,
2021-01-21,132.8110,138.6376,132.6025,135.8583,132.8110,,,
2021-01-22,135.2727,138.8163,134.0220,138.0421,135.2727,,,
2021-01-25,142.0125,144.0175,135.5307,141.8636,142.0125,,,
2021-01-26,142.5386,143.2334,140.3250,142.1018,142.5386,,,
2021-01-27,142.3698,143.2334,139.3721,141.0099,142.3698,,,
2021-01-28,138.4887,140.9405,135.6896,136.0767,138.4887,,,
2021-01-29,134.8260,135.7293,129.2475,130.9846,134.8260,,,
2021-02-01,132.7614,134.3793,129.9622,133.1485,132.7614,,,
2021-02-02,134.7267,135.3024,133.6150,133.9922,134.7267,,,
2021-02-03,134.7565,134.7665,132.6224,132.9500,134.7565,,,
2021-02-04,135.2925,136.3844,133.5951,136.3745,135.2925,,,
2021-02-05,136.5385,136.6081,135.0573,135.9520,136.5385,,,
2021-02-08,135.2263,136.1508,134.1228,136.1011,135.2263,,,
2021-02-9,135.8128,137.0654,135.0474,135.2064,135.8128,,,
2021-02-10,135.6736,136.1806,133.6059,134.5901,135.6736,,,
2021-02-11,135.0970,135.5842,132.9796,134.3316,135.0970,,,
2021-02-12,133.5562,134.7292,132.9001,134.5702,133.5562,,,
2021-02-16,134.6895,135.2064,132.0054,132.4030,134.6895,,,
2021-02-17,130.4745,131.4388,128.7051,130.0670,130.4745,,,
2021-02-18,128.4366,129.2319,126.6572,128.9436,128.4366,,,
2021-02-19,129.4705,129.9377,128.0390,129.1027,129.4705,,,
2021-02-22,127.2537,128.9536,124.8579,125.2555,127.2537,,,
2021-02-23,123.0288,125.9614,117.6905,125.1164,123.0288,,,
2021-02-24,124.2018,124.8181,121.5078,124.6094,124.2018,,,
2021-02-25,123.9433,125.7128,119.8278,120.2751,123.9433,,,
2021-02-26,121.8657,124.1123,120.4839,120.5436,121.8657,,,
2021-03-01,123.0188,127.1741,122.0645,127.0350,123.0188,,,
2021-03-02,127.6513,127.9595,124.2714,124.3807,127.6513,,,
2021-03-03,124.0726,124.9673,121.1201,121.3388,124.0726,,,
2021-03-04,121.0307,122.8697,117.9191,119.4202,121.0307,,,
2021-03-05,120.2652,121.2195,116.8753,120.7026,120.2652,,,
2021-03-08,120.2155,120.2851,115.5234,115.6725,120.2155,,,
2021-03-9,118.3267,121.3388,118.0881,120.3745,118.3267,,,
2021-03-10,120.9710,121.4482,118.7442,119.2711,120.9710,,,
2021-03-11,121.8160,122.4820,120.5435,121.2394,121.8160,,,
2021-03-12,119.6886,120.4541,118.4560,120.3149,119.6886,,,
2021-03-15,120.6927,123.2674,119.7085,123.2574,120.6927,,,
2021-03-16,124.9573,126.4683,123.9831,124.8281,124.9573,,,
2021-03-17,123.3171,125.1164,121.6172,124.0229,123.3171,,,
2021-03-18,122.1540,122.4522,119.6091,119.8179,122.1540,,,
2021-03-19,119.1916,120.7125,118.9729,119.2811,119.1916,,,
2021-03-22,119.6190,123.1381,119.5495,122.6610,119.6190,,,
2021-03-23,122.6013,123.5059,121.4183,121.8160,122.6013,,,
2021-03-24,122.0943,122.1739,119.3606,119.3805,122.0943,,,
2021-03-25,118.8337,120.9412,118.2969,119.8775,118.8337,,,
2021-03-26,119.6389,120.7623,118.2174,120.4938,119.6389,,,
2021-03-29,120.9312,121.8558,120.0167,120.6728,120.9312,,,
2021-03-30,119.4003,119.6886,118.1577,119.1916,119.4003,,,
2021-03-31,120.9312,122.7902,120.4342,121.4283,120.9312,,,
2021-04-01,122.9294,123.4463,121.7663,122.2733,122.9294,,,
2021-04-05,123.1381,125.4146,122.3429,125.1561,123.1381,,,
2021-04-06,125.7526,126.3789,124.9076,125.4643,125.7526,,,
2021-04-07,125.0865,127.1642,124.4006,127.1443,125.0865,,,
2021-04-08,128.1881,129.6196,127.7607,129.5898,128.1881,,,
2021-04-9,129.0331,132.2539,128.7050,132.2142,129.0331,,,
2021-04-12,131.7370,132.0651,129.8582,130.4646,131.7370,,,
2021-04-13,131.6575,133.8644,131.1505,133.6357,131.6575,,,
2021-04-14,134.1427,134.2024,130.8821,131.2499,134.1427,,,
2021-04-15,133.0293,134.2024,132.8504,133.7053,133.0293,,,
2021-04-16,133.5065,133.8743,132.4925,133.3674,133.5065,,,
2021-04-19,132.7212,134.6696,132.5522,134.0433,132.7212,,,
2021-04-20,134.2223,134.7292,131.0312,132.3235,134.2223,,,
2021-04-21,131.5780,132.9598,130.5242,132.7112,131.5780,,,
2021-04-22,132.2539,133.3574,130.6336,131.1604,132.2539,,,
2021-04-23,131.3791,134.3216,131.3791,133.5264,131.3791,,,
2021-04-26,134.0334,134.2620,132.7709,133.9240,134.0334,,,
2021-04-27,134.2123,134.6099,133.3176,133.5960,134.2123,,,
2021-04-28,133.5164,134.2223,132.2937,132.7908,133.5164,,,
2021-04-29,135.6637,136.2601,131.6674,132.6913,135.6637,,,
2021-04-30,131.0014,132.7709,130.2956,130.6833,131.0014,,,
2021-05-03,131.2599,133.2779,131.0511,131.7569,131.2599,,,
2021-05-04,130.4149,130.7131,125.9514,127.0946,130.4149,,,
2021-05-05,128.4366,129.6792,127.2139,127.3431,128.4366,,,
2021-05-06,127.1344,128.9834,126.3789,128.9734,127.1344,,,
2021-05-07,130.2979,130.7061,128.9336,129.6606,130.2979,,,
2021-05-10,128.8639,128.9934,126.2749,126.3147,128.8639,,,
2021-05-11,122.9788,125.7372,122.2519,125.3787,122.9788,,,
2021-05-12,122.8793,124.1140,121.7341,122.2519,122.8793,,,
2021-05-13,124.0543,125.6177,123.7356,124.4426,124.0543,,,
2021-05-14,125.7172,127.3503,125.3189,126.9122,125.7172,,,
2021-05-17,126.2848,126.3944,124.6418,125.7372,126.2848,,,
2021-05-18,126.0259,126.4541,124.2534,124.3232,126.0259,,,
